날짜,이름,제조사,종류,도수,가격,향,맛,바디감,밸런스,종합평점,한줄평
2026-05-14,Flagship,Steam Works,Hazy IPA,6.7,3.29,5,3,4,2,3.5,한 모금 마시자 마자 입안에 아로마향이 풍부하게 느껴지고 향기도 괜찮지만 도수가 높아서 그런지 끝 맛이 그렇게 좋지는 않다.
